year,station_id,station_name,station_lat,station_lon,station_address
2019,424BAEcobici,387 - Luna,-34.638584,-58.39965,201 Luna
2019,251BAEcobici,388 - Plaza Jose C Paz,-34.6448579766856,-58.4097486603218,"Pepiri y Paz, Jose C."
2019,368BAEcobici,378 - AGRONOMIA,-34.59807,-58.482079,4351 San Martin
2019,329BAEcobici,100 - Plaza Gurruchaga,-34.593141,-58.435187,1078 Gurruchaga
2019,410BAEcobici,San Jose De Flores Vieja,-34.628642,-58.4630513,Rivadavia & Fray Cayetano
2019,415BAEcobici,386 - Gavilan Y Vallese,-34.6203961,-58.4637146,786 Gavilan
2019,388BAEcobici,279 - Andonaegui,-34.580927,-58.48455,1902 Andonaegui
2019,178BAEcobici,Test Técnico PDM,-34.61315,-58.37723,Place Holder 178
2019,435BAEcobici,227 -Club Ciudad de Buenos Aires,-34.544503,-58.459499,Miguel Sanchez y Av Libertadores
2019,343BAEcobici,219 - Parque Chacabuco 2 / off line,-34.6357272,-58.4411639,Av. Asamblea & Faraday
2019,426BAEcobici,396 - PLAZA ALBERTI,-34.5557,-58.4579,ARCOS 2665
2019,367BAEcobici,287 - Belaustegui,-34.6162121414803,-58.4772094734465,"Belaustegui, Luis, Dr. 2890"
2019,348BAEcobici,231 - Margariños Cervantes,-34.610482,-58.474369,2465 Margariños Cervantes
2019,394BAEcobici,358 - REGIMIENTOS DE PATRICIOS,-34.6455992,-58.3684969,Regimiento de los Patricios 1702
2019,399BAEcobici,312 - Parque Chacabuco  I,-34.6340414,-58.446273,"Peron, Eva & Achaval"
2019,413BAEcobici,382 - MERCADO DE HACIENDA MATADEROS,-34.6614271,-58.5015315,LISANDRO DE LA TORRE 2307
2019,434BAEcobici,247 - PLAZA LUCIO DEMARE,-34.54569,-58.46514,O`Higgins 3750
2019,441BAEcobici,016 - Legislatura,-34.609801,-58.3748,"169 Peru & Roca, Julio A., Presidente Diagonal Sur Av."
2019,188BAEcobici,373 - Jorgelina De Simone,-34.62393,-58.39125,Cochabamba 1799
2019,359BAEcobici,250 - Fleni,-34.555602,-58.450479,2292 Montañeses
2019,418BAEcobici,345 - Plaza Mafalda,-34.5809383,-58.4445804,Conde & Concepción Arenal
2019,335BAEcobici,206 - Galicia,-34.615945,-58.47098,2502 Galicia
2019,433BAEcobici,273 - Plazoleta Colombia,-34.637697,-58.373726,1619 Brandsen
2019,327BAEcobici,366 - VILLA OLÍMPICA,-34.677130515662185,-58.454286054001386,Escalada 4347
2019,333BAEcobici,203 - Beiro,-34.6008,-58.50335,"Beiro 3572, CABA"
2019,336BAEcobici,207 - PLAZA ARENALES,-34.5997308,-58.5111458,Nueva York 3949
2019,347BAEcobici,230 - Parque Las Heras II,-34.5834356,-58.4065391,3120 Pacheco de Melo
2019,350BAEcobici,234,-34.5657087,-58.4952184,Av. Triunvirato 5752
2019,416BAEcobici,257 - Plaza Francisco Ramirez,-34.553262,-58.469133,"2700 Pedraza, Manuela"
2019,356BAEcobici,245 - Arribeños,-34.547695,-58.4584684,3229 Arribeños
2019,376BAEcobici,324 - Las Victorias,-34.626778,-58.487078,"4083 Vallese, Felipe"
2019,385BAEcobici,268 - Plaza Aristóbulo Del Valle,-34.606159914753725,-58.493141345207654,Campana Y MARCOS SASTRE
2019,417BAEcobici,127 - PLAZA LEONARDO N. ALEM,-34.57634,-58.50248,Cochrane 2407
2019,427BAEcobici,397 - PARQUE SANTOJANNI,-34.648402,-58.5136448,ACASSUSO 6373
2019,337BAEcobici,208 - SEGUI,-34.5967435,-58.4594031,NICASIO OROÑO 2598
2019,420BAEcobici,375 - Ciudad Universitaria I,-34.5446,-58.4396,INTENDENTE GUIRALDES 2160 - PABELLÓN I
2019,414BAEcobici,385 - Franklin,-34.607731,-58.4383041,440 Franklin
2019,436BAEcobici,253 - Plaza Colegiales,-34.57653,-58.44349,Tte. Benjamin Matienzo 2886
2019,398BAEcobici,310 - Gregoria Perez,-34.5761817,-58.4546508,Gregoria Perez 3314
2019,148BAEcobici,323 - Parque Avellaneda II,-34.645137,-58.484507,Av. Directorio y Av. Olivera
2019,444BAEcobici,061 - Ministerio de Economia,-34.608936,-58.370716,"Balcarce e Yrigoyen, Hipolito Av."
2019,370BAEcobici,305 - Plaza Martin Rodriguez,-34.590964,-58.500336,3016 Pareja
2019,354BAEcobici,241 - Sanatorio Mendez,-34.613457,-58.4401581,512 Hidalgo
2019,271BAEcobici,365 - Venancio Flores,-34.630108,-58.473844,"Argerich & Flores, Venancio, Gral."
2019,340BAEcobici,359 - PLAZA BALCARCE,-34.54754,-58.467844,Jaramillo 2312
2019,401BAEcobici,314 - RAMÓN FALCÓN,-34.6347604,-58.47947000000001,Coronel Ramón Falcón 3792
2019,341BAEcobici,216 - Margariños Cervantes y Argerich,-34.6142336,-58.4813858,"3011 Magariños Cervantes, A."
2019,352BAEcobici,236 - Guemes,-34.5807104,-58.4248291,4718 Guemes
2019,371BAEcobici,269 - Plaza De La Misericordia,-34.6317,-58.45534,LAUTARO 400
2019,396BAEcobici,306 - Tres Arroyos Y Olaya,-34.601852,-58.448011,327 Tres Arroyos
2019,408BAEcobici,364 - CERRETTI Y MANUELA PEDRAZA,-34.56912,-58.50025,Ceretti 3407
2019,423BAEcobici,043 - PLAZA ALBERDI,-34.559255,-58.487772,Crisólogo Larralde 4544
2019,443BAEcobici,Mantenimiento Barracas,-34.6544742,-58.390286917,LAFAYETTE 1730
2019,353BAEcobici,237 - Madero Office,-34.599036,-58.364695,"367 Sanchez De Thompson, Mariquita"
2019,412BAEcobici,372 - VILLA SOLDATI,-34.6732713,-58.4553734,23 de Junio 4300 (y Delfo Cabrera)
2019,389BAEcobici,286 - OEA,-34.62795,-58.44024,Del Barco Centenera 741
2019,402BAEcobici,006 - planeada,-34.5976121,-58.4985424,3209 Av. Francisco Beiro
2019,419BAEcobici,359 PB,-34.5476039,-58.4565662,Av. Libertador 7100
2019,442BAEcobici,048 -PERON,-34.5554843,-58.4768041,NUÑEZ 3486
2019,326BAEcobici,343 POMAR,-34.5420905,-58.4705699,RAMALLO 2200
2019,339BAEcobici,211 - ARANGUREN Y SEGUI,-34.61938,-58.45471,"1608 Aranguren, Juan F., Dr."
2019,349BAEcobici,232 - Sucre y Martinez,-34.5703869,-58.4663122,Mcal. Antonio José de Sucre 3515
2019,411BAEcobici,368 - Ensenada,-34.6385808,-58.4769856,413 Ensenada
2019,390BAEcobici,288- 11 de septiembre,-34.547758,-58.459881,288- 11 de Septiembre de 1888 3314
2019,392BAEcobici,297 - TRONADOR Y GARCÍA DEL RÍO,-34.554581,-58.485381,Tronador y Garcia del Rio
2019,422BAEcobici,379 - PARQUE SARMIENTO II,-34.56454,-58.50289,Alfonsina Storni 3771
2019,406BAEcobici,326 - Emma De La Barra,-34.6009283,-58.3642613,"301 De la Barra, Emma"
2019,404BAEcobici,317 - Cero Más Infinito,-34.543949,-58.4408983,Ciudad Universitaria - Pabellón Infinito
2019,421BAEcobici,- Ciudad Universitaria II,-34.5419013,-58.4438699,Ciudad Universitaria - Pabellón 2 (CABA)
2019,383BAEcobici,263 - Plaza Echeverria,-34.5717986,-58.48954089999999,Av. Triunvirato 5100 y Nahuel Huapi 5150
2019,325BAEcobici,342 - SAENZ,-34.6501,-58.41626,Sáenz 884
2019,345BAEcobici,226 - Parque La Paternal,-34.5947762,-58.4750615,Zaballa y Chorroarín
2019,449BAEcobici,352 - San Jose de Flores,-34.62883578,-58.463297377,Av. Rivadavia 6955
2019,34BAEcobici,Ex Parque Avellaneda II,-34.6443615,-58.4846764,Av.Directorio y Av.Olivera
2019,448BAEcobici,393 - Barrio 31,-34.582268115556616,-58.37909621409033,Islas Galápagos 2800
2019,328BAEcobici,043 - Plaza Houssay,-34.598549,-58.397354,"Cordoba Av. & Uriburu Jose E., Pres."
2019,403BAEcobici,316 - Buenos Aires,-34.645523264,-58.39666367,Luna 700
2021,237BAEcobici,302 - ESTACION VILLA LURO,-34.63670935917866,-58.50135525810292,Virgilio 90
2021,461BAEcobici,106 - MOSCONI Y CONSTITUYENTES,-34.58088,-58.49363,CONSTITUYENTES 4710
2021,458BAEcobici,219 - Parque Chacabuco II,-34.636275,-58.444041,ASAMBLEA 1400
2021,459BAEcobici,327 - PLAZA RICCHERI,-34.61072,-58.51914,QUEVEDO 3473
2021,460BAEcobici,133 - BEIRO Y SEGUROLA,-34.6075,-58.51193,SEGUROLA 3194
2021,453BAEcobici,028 - Plaza de la Bandera,-34.6294802,-58.4944854,Av. Gaona 5181
2021,457BAEcobici,110 - PLAZA CD DE BANFF,-34.62805,-58.52174,ROMA 786
2021,456BAEcobici,052 - PLAZA JUAN S. SALABERRY,-34.5831596,-58.5131664,COCHRANE 3298 (Y CAMPANA)
2021,462BAEcobici,068 - MINISTERIO DE DESARROLLO HUMANO,-34.6701713,-58.4956397,PIEDRA BUENA 3109
2021,455BAEcobici,039 - Plaza Don Bosco,-34.62652,-58.50805,Elpidio Gonzalez 5181
2021,454BAEcobici,176 - Plaza Derechos del hombre,-34.63403,-58.50694,CORTINA 551
2022,468BAEcobici,084 - TEATRO PICADERO,-34.6042288,-58.3937375,Riobamba 403
2022,466BAEcobici,333 - PARQUE DE LA ESTACIÓN,-34.608096,-58.4118397,Dr. Tomás Manuel de Anchorena 170
2022,467BAEcobici,328 - SARMIENTO II,-34.6055135,-58.3958925,Sarmiento 2037
2022,464BAEcobici,377 - CIUDAD UNIVERSITARIA III,-34.541,-58.4441,Intendente Guiraldes 2160 - Pabellón III
2022,465BAEcobici,192 - HOSPITAL SIRIO,-34.5904625,-58.5071166,Gabriela Mistral 3325 y Campana
2022,474BAEcobici,224 - BAIGORRIA,-34.6108915,-58.50302,Baigorria 4101
2022,472BAEcobici,310 - FREIRE II,-34.5751286,-58.4527561,Tte. Gral Ramón Freire 1003
2022,473BAEcobici,216 - EMILIO LAMARCA,-34.6134032,-58.4933583,EMILIO LAMARCA 2066
2022,478BAEcobici,015 - AMENABAR,-34.572056,-58.4475236,Teodoro García 2613
2022,492BAEcobici,325 - MEDRANO,-34.6097105,-58.4215633,3905 Bartolomé Mitre
2022,476BAEcobici,279 - PLAZA MONTE CASTRO,-34.6182924,-58.4985253,Gualeguaychú 1900
2022,484BAEcobici,295 - SUPERÍ,-34.5554843,-58.4768041,NUÑEZ 3486
2022,480BAEcobici,353 - PLAZA VÉLEZ SARSFIELD,-34.6293335,-58.4836028,Chivilcoy 400
2022,477BAEcobici,311 - SEC. DE INNOVACION Y TRANSFORMACIÓN,-34.6350046,-58.3950539,Av. Caseros 2309
2022,479BAEcobici,347 - CARABOBO,-34.6262877,-58.4553001,Pumacahua 9
2022,471BAEcobici,173 - EL LIBERTADOR,-34.5947293,-58.5033086,Av. San Martín 6220
2022,475BAEcobici,238 - PLAZA LAS TOSCANERAS,-34.6165412,-58.5260181,Ramón Lista 5500 (y Moliere)
2022,481BAEcobici,369 - PLAZA LARRAZABAL,-34.6430378,-58.5127001,AV. LARRAZABAL 380
2022,489BAEcobici,288 - SECRETARÍA DE DEPORTES,-34.5476039,-58.4565662,AV LIBERTADOR 7100
2022,486BAEcobici,220 - PLAZA FELIX LIMA,-34.5420905,-58.4705699,RAMALLO 2200
2022,469BAEcobici,062 - PARQUE ONEGA,-34.5934185,-58.513837,Av. Gral.Mosconi 3780
2022,488BAEcobici,234 - AVENIDA TRIUNVIRATO,-34.5657087,-58.4952184,Av. Triunvirato 5752
2022,482BAEcobici,376 - PASEO DE LA COSTANERA,-34.550468,-58.430024,Av. Costanera Rafael Obligado 6200
2022,487BAEcobici,239 - AVENIDA CRAMER,-34.558137,-58.4672593,Av. Cramer 2900
2022,483BAEcobici,175 - PLAZA MACKENNA,-34.5436888,-58.4771259,CRAMER 4500
2022,485BAEcobici,230 - PASEO DE LA COSTANERA II,-34.553465,-58.42144,Av. Costanera Rafael Obligado 5100
2022,493BAEcobici,208 - NICASIO OROÑO,-34.5967435,-58.4594031,Nicasio Oroño 2598
2022,490BAEcobici,245 - COSTANERA NORTE,-34.56477054,-58.402021,AV. Costanera Rafael del Obligado 1700
2022,440BAEcobici,142 - ARMENIA,-34.5906475,-58.428899,ARMENIA 1525 y GORRITI
2022,496BAEcobici,052 - CAMPANA II,-34.5831596,-58.5131664,Cochrane 3298 (y Campana)
2022,494BAEcobici,314 - ALLENDE,-34.6147875,-58.5116722,Allende 2794
2022,491BAEcobici,266 - PLAZA SABATTINI,-34.6122963,-58.443295,COLPAYO 699
2022,497BAEcobici,307 - CERRETTI,-34.5744245,-58.4962318,Ceretti 2892
2022,498BAEcobici,055 - HABANA,-34.5865976,-58.4949585,Gral. José Gervasio Artigas 4298 (y Habana)
2023,515BAEcobici,294 - PLAZOLETA RÍO DE LA PLATA,-34.5722036,-58.4128435,Av. Sarmiento 500
2023,518BAEcobici,329 - LAS CAÑITAS,-34.5738986,-58.431782,Clay 2818
2023,499BAEcobici,286 - FILOSOFIA Y LETRAS,-34.6285563509083,-58.4468139680066,José Bonifacio 1407
2023,504BAEcobici,214 - MORÓN,-34.6247196,-58.4751804,Morón 3089
2023,500BAEcobici,235 - COMUNA 13,-34.5532117,-58.4642243,Ibera 2377
2023,511BAEcobici,284 - AV. FOREST,-34.5741993,-58.4643305,Delgado 1569 (y Av. Forest)
2023,506BAEcobici,040 - PARQUE SALGUERO,-34.5705676,-58.3964098,Av. Costa Salguero 1222
2023,503BAEcobici,212 - TRES ARROYOS,-34.6087541,-58.4599179,Tres arroyos 1500
2023,505BAEcobici,337 - AV. J. B. JUSTO,-34.6226411,-58.4820203,Emilio Lamarca 915 (y Av. Juan B. Justo)
2023,517BAEcobici,332 - PACÍFICO II,-34.5745008,-58.424814,Av. Int. Bullrich 300
2023,501BAEcobici,020 - GRECIA,-34.5492488,-58.4619408,Grecia 3290
2023,512BAEcobici,195 - PARQUE CHAS,-34.5816148,-58.4750569,Av. De los Incas 4535
2023,513BAEcobici,308 - SAN MARTIN II,-34.5971297,-58.490739,Av. San Martín 5129
2023,509BAEcobici,386 - VELEZ SARSFIELD,-34.6336384,-58.48981,Av. Carrasco 214
2023,508BAEcobici,170 - RAFAELA,-34.6391718,-58.4947858,Rafaela 4811
2023,502BAEcobici,296 - SAN ISIDRO LABRADOR,-34.5406752,-58.4752251,Av. San Isidro Labrador 4850
2023,507BAEcobici,271 - VILLA SOLDATI II,-34.673248,-58.4553194,23 de junio 4249
2023,516BAEcobici,368 - PLAZA DE LA SHOÁ,-34.5709984,-58.4233469,Av. Del Libertador 3899
2023,523BAEcobici,389 - AV. ELCANO fin de vida,-34.5708116,-58.4578677,Av. Elcano 2998
2023,529BAEcobici,011 - RIO DE JANEIRO,-34.6132593128407,-58.4301187945122,Río de Janeiro 205
2023,524BAEcobici,338 - AV. CABILDO,-34.557933,-58.4607027,Av. Cabildo 2586
2023,526BAEcobici,088 - NUÑEZ,-34.5416280407432,-58.4634040732471,Comodoro Martín Rivadavia 1630
2023,519BAEcobici,053 - AV. DEL LIBERTADOR,-34.5929149618758,-58.3754427116394,Av. Del Libertador 100
2023,522BAEcobici,119 - PLAZOLETA BENEDIT,-34.6022435,-58.4425482,Av. Warnes y Av. R. Scalabrini Ortiz
2023,532BAEcobici,072 - INSTITUTO POLITÉCNICO MODELO,-34.5730330510992,-58.5039082871025,Av Constituyentes 5880
2023,527BAEcobici,068 - AV. CORDOBA,-34.588727,-58.438386,Av. Cordoba 5403
2023,537BAEcobici,389 - Av. ELCANO,-34.5708082871008,-58.4580614896013,Av. ELCANO 3000
2023,521BAEcobici,226 - AV. WARNES,-34.5964653,-58.4663841,Av. Warnes 2150
2023,536BAEcobici,019 - PLAZA  SAN MARTIN,-34.5954737,-58.3774823,Av. Santa Fe 716
2023,534BAEcobici,081 - PARQUE DE LA CIENCIA,-34.5829625,-58.4299793,Soler 5300
2023,525BAEcobici,317 - ESCUELA RAGGIO,-34.536691,-58.4668133,Av. Libertador 8620 (y Pico)
2023,528BAEcobici,042 - Skate Park Villa Luro,-34.6367055,-58.4952857,Av. Rivadavia 9301
2023,530BAEcobici,031 - PARQUE RIVADAVIA,-34.61651103391,-58.4323502412823,Av Rivadavia 4950
2023,535BAEcobici,090 - HONORIO PUEYRREDON,-34.6025172,-58.4496589730164,Honorio Pueyrredón 1653
2023,531BAEcobici,048 - JOSE AMALFITANI,-34.6336223094934,-58.5212577310745,Av. Juan Bautista Justo 6383
2023,533BAEcobici,077 - CRISOLOGO LARRALDE,-34.5611906989661,-58.4920304128975,Galván 3601
2023,520BAEcobici,180 - PARQUE OLIMPICO,-34.6726315569843,-58.4455178733226,Av. Coronel Roca 5252 (dentro del Parque Olímpico).
2023,538BAEcobici,047 - PARQUE DE LA INNOVACIÓN,-34.545091,-58.451432,Av. G. Udaondo 1146
